Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns
1137,VISAKHAPATNAM,3,JAYAD,AGRICULTURE,ANDHRA PRADESH,ASKED FOR CONTROL FOR SHOOTFRUIT BORER,RECOMMENDED TO SPRAY CQARTAPHYDROCH LORIDE 8KGACRE
Oil palm,VISAKHAPATNAM,6,JAYAD,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT BANANA VARIETY,GIVEN AS PER DATA
9999,VISAKHAPATNAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF STEMBORER,PROVIDED HIM WITH THE REQUIRED INFORMATION
9999,VISAKHAPATNAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF SUCKING PESTS,RECOMMENDED TO SPRAY ANNABEDI 20GMLIT WATER
9999,VISAKHAPATNAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF WEED,RECOMMENDED VARIETIES ARE BENESHANTOTAPURIMANJEERANEELESHAN
9999,VISAKHAPATNAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF BPH,RECOMMENDED TO APPLY CAROFURAN GRANULES
Rabbit,VISAKHAPATNAM,45,JAYAD,ANIMAL HUSBANDRY,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF STEM BHORER,ESC ANIMAL HUSBANDARY
9999,VISAKHAPATNAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SUCKING PESTS,RECOMMENDED TO SPRAY CLOROPYRIPOS 2MLLIT
9999,VISAKHAPATNAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF STEM BORER,RECOMMENDED FOR THE APPLICATION OF CARTAPHYDROCHLORIDE 2 GMLTR
9999,VISAKHAPATNAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE SEED TREATMENT,RECOMMENDED TO SPRAY ACEPHATE  15glit OF WATER
1137,VISAKHAPATNAM,3,JAYAD,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL FOR BLAST,RECOMMENDED TO SPRAY ACEPHATE 15GMLT
9999,VISAKHAPATNAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF TUNGROVIRUS,RECOMMENDED TO SPRAY HEXACONAZOLE 2MLLT
9999,VISAKHAPATNAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF LEAF SPOTS,RECOMENDE FOR APPLICATION AS RECORDING TO THE DOSAGES GIVEN
1136,VISAKHAPATNAM,6,JAYAD,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF TUNGROVIRUS ,INFORMED ABOUT THE COST AS MAX1000 RsQuintal
9999,VISAKHAPATNAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTYROL OF STEM BORER,RECOMMENDED FOR THE APPLICATION OF 30 GM ANNABEDHI  2GM LIME SALY PER LITRE WATER
9999,VISAKHAPATNAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE HORMONE FOR FLOWERING,RECOMMENDED FOR THE APPLICATION OF ACEPHATE 15 GMLTR
1137,VISAKHAPATNAM,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL OF POWDERY MILDEW,RECOMMENDED TO SPRAY MONOCROTOPHOS 22MLLIT
9999,VISAKHAPATNAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CM PASHU KRANTHI SCHEMES,INFORMED TO SOW DURING OCTOBER
9999,VISAKHAPATNAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF WHITE FLIES IN COTTON,RECOMMENDED TO SPRAY LINDANE 3 MLLIT
1263,VISAKHAPATNAM,46,KHARIF,FISHERIES,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF CITRUS CANKER,SUGGESTED VARITIES ARE LUTINRED TREMPHCARDINAL
Guar,VISAKHAPATNAM,19,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT FOR Zn DEFFICIENCY,INFORMED AS PER THE PROVIDED INFORMATION
Lemon,VISAKHAPATNAM,99,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF PINK BORER,RECOMMENDED TO SPRAY 24-D 1gm100LIT
Others,VISAKHAPATNAM,29,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL OF ZINC DEFICENCY,RECOMMENDED TO SPRAY TRICYCLOZOLE  05glit OF WATER
1137,VISAKHAPATNAM,2,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL CHOANEPHORA BLIGHT,RECOMMENDED TO SPRAY TRICYCLOZOLE  05glit OF WATER
Linseed alsi,VISAKHAPATNAM,29,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE REMEDY FOR THE Zn DEFFICIENCY,SUGGESTED TO GO FOR IR-64SWATHISOMASHEELAPOTHANA
1137,VISAKHAPATNAM,5,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF APHIDS,SUGGESTED TO GO FOR IR-64SWATHISOMASHEELAPOTHANA
Groundnut pea nutmung phalli,VISAKHAPATNAM,29,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF WILT,RECOMMENDED FOR THE APPLICATION OF ENDOSULPHON 2OMLDICHLORVAS 1MLLIT
1137,VISAKHAPATNAM,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF CANEFLIES,RECOMMENDED FOR THE APPLICATION OF ENDOSULPHON 2OMLDICHLORVAS 1MLLIT
2051,VISAKHAPATNAM,16,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF FRUIT-ROT,INFORMED HIM AS PER THE REPORTS PROVIDED
1279,VISAKHAPATNAM,76,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL OF LEAF SPOT,RECOMMENDED TO SPRAY DIMETHOATE 2MLLIT
Groundnut pea nutmung phalli,VISAKHAPATNAM,5,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF RAGI CUT WORM,RECOMMENDED VARIETIES ARE VEMANATMV-2TIRUPATHI-14
1280,VISAKHAPATNAM,75,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL OF WILT,RECOMMENDED TO SPRAY COPPEROXYCHLORIDE 3GMLIT
1324,VISAKHAPATNAM,Fertilizer Use and Availability,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT SOWING SEASON AND VARIETIES,RECOMMENDED TO APPLAY 90GM UREA260GM SINGLE SUPER PHOSPHATE140GM M O P  EVERY TWO MONTHS
1137,EAST GODAVARI,2,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE WEATHER REPORT OF VIZAG,RECOMMENDED TO SORAY TRICYCLOZOLE 06GMLTR
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF BACTERIAL LEAF BLIGHT,RECOMMENDED TO APPLY ZINCSULPHATE 20KGACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF COCKCHAFFER BEETLE,RECOMMENDED 48-24-16
1324,EAST GODAVARI,29,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT THE VARIETIES TO GROW IN RABI,RECOMMENDED RED LADY VARIETY PAPAYA
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE WEATHER CONDITION,RECOMMENDED TO SPRAY CHLORIPHYRIPHOS 2MLLT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE GOVT SCHEMES,RECOMMENDED TO STORE THE SPAN AT 5-10 CENTIGRADE FOR ONE MONTH
1137,EAST GODAVARI,2,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF WEATHER,RECOMMENDED TO SPRAY TRICYCLOZOLE 006GMLT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF TOBBACO CATERPILLAR,RECOMMENDED TO SPRAY HEXACONAZOLE2MLLIT
1137,EAST GODAVARI,2,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL OF FRUIT FLY IN MORINGA,RECOMMENDED TO SPRAY TRYCYCLOZE066GRACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF TOBACCOCATERPILLAR,RECOMMENDED TO SPRAY PENDIMETHYLIN 15LTACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF RUST,RECOMMENDED TO SPRAY 24DETHYL ESTER4GRNULES 4KGSACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT MARKETINFORMATION,RECOMMENDED TO SPRAY CARBOFURAN 10 KGACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKEED ABOUT CONTROL OF LEAF SPOTS,RECOMMENDED TO APPLY CARTAPHYDROCHLORIDE 4G GRANULES 8KGACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF FLOWER DROPQ,RECOMMENDED TO PROVIDE NUTRIENTS AND TO SPRAY PLANOPHIX 1ML5LTR
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE WEATHER REPORT OF KAKINADA,RECOMMENDED TO APPLY 20KG UREAACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT SEEDTREATMENT,RECOMMENDED TO SPRAY BAVISTIN 1GRLITRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUTT HE CONTROL OF BLAST,RECOMMENDED TO SPRAY MONOCROTOPHOS2MLLIT
1137,EAST GODAVARI,2,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF MANGO HOPPER,RECOMMENDED TO SPRAY TRICYCLOZOLE 06GMLTR
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF GUNDY BUG,RECOMMENDED TO SPRAY MAGNISHIYAM SULPHATE 10GMLT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SEEDGERMINATION FOR HARVESTED RICE CROP,RECOMMENDED TO SPRAY CARTAPHYDROCHLORIDE 4G 8KGACRE
1268,EAST GODAVARI,29,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUTT THE WEATHER REPORT,RECOMMENDED TO SPRAY QUINOLPHOS 2MLLT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE MARKET INFORMATION,RECOMMENDED TO APPLY PHORATE 10G 5KGACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF RUST,RECOMMENDED TO CUT THE LEAVES THERE IS NO OTHER REMEDY
1137,EAST GODAVARI,21,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL OF FRUIT FLY,RECOMMENDED TO SPRAY 4KGS BUTACHLOR MIXED WITH 4KGS 24-D AND ETHYL ESTER 4
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF ZINC DEFICIENCY,RECOMMENDED TO SPRAY CHLOROTHALANIL 2MLLT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THR CONTROL OF LEAF FOLDERS IN RICE,RECOMMENDED TO SPRAY CORTOP HYDROCHLORIDE 2GRLITRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT RECOMMENDED VARITIES FOR STERILITY MOSAIC,RECOMMENDED TO APPLY PHORATE10G 5KGACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT WEEDICDE,RECOMMENDED TO SPRAY CARTAPHYDROCHLORIDE 2GMLTR
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE STEM BORER IN PADDY,RECOMMENDED TO SPRAY BUTACHLORE 16LTACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR HISPA DAMAGE,RECOMMENDED TO SPRAY BENTHIOCARP 2LTACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKD ABOUT THE CONTROL OF SHEATH BLIGHT IN PADDY,RECOMMENDED TO SPRAY TRYCYCLOZOLE6GRAMSLIT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT FOOD REQUIREMENT FOR FISHES,RECOMMENDED FERTILIZERS ARE 48KGN 24KGP 16KGK
1137,EAST GODAVARI,2,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT VARIETIES FOR PERENNIAL FOR  DRUMSTICK,RECOMMENDED TO SPRAY TRICYCLOZOLE 120GR200 LITRES
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT WEATHER,RECOMMENDED TO APPLY BUTACHLORE 15-2LTACRE
1279,EAST GODAVARI,2,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR NEMATODE DAMAGE,RECOMMENDED TO SPRAY METHYL DEMATON 2MLLT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR BLIGHTENING,RECOMMENDED TO APPLY CORTOP HYDROCHLORIDE GRANULES 8KGSACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR BLAST,GIVEN INFORMATION IS 2000-2500
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR Zn DEFICIENCY,RECOMMENDED TO SPRAY PARAQUAT 40ML10LT
1137,EAST GODAVARI,2,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR STEMBORER DAMAGE,RECOMMENDED TO SPRAY TRICYCLOZOLE 06GMLT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF GALL MIDGE IN RICE,RECOMMENDED TO SPRAY TRYCYCLOZE06GRAMSLIT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF HAIRY CATERPILLAR,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLIT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF WEEDS IN PADDY FIELD,INFORMED THAT IT IS USEFUL TO THE FIELD AND THERE IS NO PROBLEM WITH THAT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF HOPPERS IN MANGO,RECOMMENDED TO SPRAY CHLORYPHYRIPHOS 2MLLT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT VARIETIES FOR WATERMELON,RECOMMENDED TO SPRAY POTASSIUM SULPHATE 2GMLT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABUT THE CONTROL OF STEM BORER IN MAIZE,RECOMMENDED TO SPRAY CARBENDAZIM 1GMLTR
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT VARIETIES FOR MAIZE,RECOMMENDED TO SPRAY 5MLLITRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE FERTILISER REQUIREMENT IN MAIZE,RECOMMENDED TO SPRAY QUINOLPHOS 2MLLT
1280,EAST GODAVARI,29,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR CABBAGE BORER,RECOMMENDED TO SPRAY ACEPHATE15GRAMSLITER
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR BORON DEFICIENCY,RECOMMENDED TO SPRAY CARTAP HYDRO CHLORIDE25GRMSLITER
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE VARIETIES IN CORIANDER,RECOMMENDED TO SPRAY HEXACONAZOLE 2MLLT
1137,EAST GODAVARI,2,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF ZINC DEFICIENCY IN PADDY,RECOMMENDED TO SPRAY TRICYCLOZOLE 120GR200 LITRES ACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL FRUIT ROT IN CHILLIES,RECOMMENDED TO SPRAY CHLORPYRIPOS 25MLLITRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR TOBACCO CATERPILLER,RECOMMENDED TO SPRAY ACEPHATE 15 GMLTR
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF FALSE SMUT,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF FRUIT BORER DAMAGE,RECOMMENDED TO SPRAY PENDIMETHALINE 13-16 LITRESACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT VAIETIES FOR RIDGEGUARD,RECOMMENDED TO SPRAY BENOMIL 05GMLT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF POWDERY MILDEW IN BLACK GRAM,RECOMMENDED TO SPRAY ACEPHATE 15GRAMS LITER
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SHATH BLIGHT,RECOMMENDED TO SPRAY STOMP 13-16 LITERS ACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR RUST DAMAGE,ESC TO MUSHROOMS
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE COMTROL FOR ZINC DEFECIENCY,RECOMMENDED TO DO SEED TREATEMENT WITH RHIZOBIUM
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SOFT ROT,RECOMMENDED TO SPRAU ACEPHATE15GRAMSLITER
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL SHEATHBLIGHT,RECOMMENDED TO APPLY CAPTON 3GMLT
1137,EAST GODAVARI,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR BLIGHTNING,RECOMMENDED TO SPRAY CARBOFURON 3G GRANULES 10KGACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR STEM ROT,RECOMMENDED TO SPRAY PLANOPHIX 1ML5LITRES
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF POWDERY MILDEW IN MANGO,RECOMMENDED TO SPRAY ACEPHATE 15GMLT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR UPWARD CURLING,RECDOMMENDED FOR THE APPLICATION OF MONOCROTOPHAS 15MLLTR
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT WARMICOMPOST,RECOMMENDED TO SPRAY TRYCYCLOZOLE 06GRAMSLITER
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR ORABANCHE PLANTS IN TOBACCO CROP,GIVEN PHONE NO IS 08818-284444
1137,EAST GODAVARI,2,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT SHEEPGOATS INFORMATION,RECOMMENDED TO SPRAY TRICYCLOZOLE 06 GMLTR
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF SHEATH BLIGHT IN RICE,RECOMMENDED TO SPRAY HEXACONOZOLE 2 MLLTR
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT INFORMATION ON RESEARCH STATION VENKATARAMANNAGUDEM,RECOMMENDED FOR THE APPLICATION OF FOLIDAL
1137,EAST GODAVARI,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF FRUIT ROT,RECOMMENDED TO APPLY ETOPHENPHOS 15MLLT
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTREOLOF FLOWER DROP,RECOMMENDED FOR THE APPLICATIONOF CARTAP HYDROCHLORIDE 2 GMLTR
1137,EAST GODAVARI,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL OF BORAN DEFFICIENCY,RECOMMENDED TO SPRAY BEAM 120GR 200 LITRES ACRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR HELICOVERPA DAMAGE,RECOMMENDED TO SPRAY CHLORPYRIPOS 25MLLITRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF YELLOWING OF LEAVES IN PADDY,RECOMMENDED TO SPRAY CHLORIPYRIPHAS 5MLLTR
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF BACTERIAL LEAF BLIGHT,RECOMMENDED THAT IT IS FROM JANUARY TO FEBRUARY
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABHOUT THE CONTROL OF FRUIT BORER,RECOMMENDED TO SPRAY MONO 16MLLITRE
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF GALL MIDGE,RECOMMENDED TO SPRAY ENDOSULPHAN2MLLITER
1137,EAST GODAVARI,2,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF FRUIT DROP IN MANGO,RECOMMENDED FOR THE APPLICATION OF TRICYCLOZOLE 06 GMLTR
1280,EAST GODAVARI,2,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT FLOWERING IN BRINJAL,RECOMMENDED TO SPRAY HEXACONAZOLE2MLLITER
1280,EAST GODAVARI,29,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT VARIETIES WHICH ARE RESISTANCE TO RED ROT OF SUGARCANE,RECOMMENDED TO SPRAY ROGAR 2ML1L WATER
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR Zn DEF,RECOMMENDED TO SPRAY CARTAPHYDROCHLORIDE 2 GMLTR
9999,EAST GODAVARI,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF LEAF SPOT IN TOMATO,RECOMMENDED TO SPRAY MONOCROTOPHGOS2MLLITER
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF FLEA BEETLES,RECOMMENDED TO ETHEREL 1ML1L WATER SPRAY ON BANANAS
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OFTHRIPS IN CASHEW,RECOMMENDED FOR THE APPLICATION OF NAPTHALENE ACETIC ACID
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR BROWN LEAF SPOTS ON LEAVES,RECOMMENDED FOR THE APPLICATION OF ACEPHATE 15 GMLTR
1576,EAST GODAVARI,5,RABI,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF YELLOW STEM BOERE,RECOMMENDED VARITIES ARE NANDYALATELLAJONNA-123
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR SUCKING PESTS ON LEAVES,RECOMMENDED TO SPRAY HEXACONOZOLE 2MLLTR
Banana,EAST GODAVARI,29,RABI,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL OF FRUIT BORER IN SAPOTA,GIVEN PHONE NO 08813 231507
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE VARIETIES IN BLACK GRAM,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR CURLING OF LEAVES DAMAGE,RECOMMENDED TO SPRAY ACEPHATE15GRAMSLITER
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF WEED IN BRINJAL,RECOMMENDED TO SPRAY HEXACONAZOLE2MLLITER
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF BLACKROT,RECOMMENDED FOR THE APPLICATION OF ACEPHATE 15 GMLTR
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF BORON DEFECIENCY IN OIL PALM,RECOMMENDED TO SPRAY ITHOPHENPHOS 15MLLITRE
1137,EAST GODAVARI,2,RABI,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL OF RUST IN MAIZE,RECOMMENDED TO SPRAY BENOMYL 05MLLT
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF WILTING OF PLANTS,RECOMMENDED TO SPRAY APPLOUD 33ML100 LITRES
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF BPH IN PADDY,RECOMMENDED TO SPRAY CLOROPHIRIPHOS 2ML1L WATER
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONYROL OF APHIDS IN MAIZE,RECOMMENDED TO SPRAY ACEPHATE 15 GMLTR
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT THE VARIETIES IN BITTER GUARD,GIVEN INFORMATION IS Rs2900-3800 QUIN
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL RICE LEAF FOLDER,RECOMMENDED TO SPRAY CHLORPYRIPOS 25MLLITRE
1137,EAST GODAVARI,2,RABI,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CONTROL OF LEAF FOLDER IN GROUND NUT,RECOMMENDED TO SPRAY TRICYCLOZOLE 06GMLT
1280,EAST GODAVARI,29,RABI,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT INFORMATION ON BIO FERTILIZER,RECOMMENDED TO SPRAY CARBARIL 3GM1L WATER
9999,EAST GODAVARI,9999,RABI,9999,ANDHRA PRADESH,IN MANGO FRUIT FALL SOOTY APPEAR ON LEAVES,RECOMMENDED TO CHOOSE DHM- 107 OR 109
